team,division,avgKDA,heroPool,levelTime4,levelTime7,levelTime10,levelTime13,levelTime16,HDM,SDM,HLDM,TFHD,TFDT,TFHL,matchLength,timeSpentDead,ccTime,rootTime,stunTime,silenceTime,minionXP,creepXP,structureXP,heroXP,trickleXP,maxMinionXP
Boogans Forever,Nexus,5.39647577092511,39,119.125,106.025,129.54999999999998,159.00624999999997,168.26458333333335,163.11314183376035,372.6588571258777,64.15869010499003,99435.63333333333,147719.9,10607.966666666667,1201.3208333333334,356.2,3045.633333333333,20.333333333333332,50,35.2,46599.35,4428.5,2120.8333333333335,8682.249951171874,32741.506437174477,68111.96666666666
Team Happy Cloud,Nexus,3.952,36,125.85416666666667,113.97453703703702,147.31018518518522,170.1851851851851,178.35842592592599,152.59495413917537,303.066040034824,59.05955823278944,86692.37037037036,135319.44444444444,13447.333333333334,1112.4699074074074,437.48148148148147,2367.4074074074074,6.703703703703703,58.851851851851855,14.25925925925926,36228.851851851854,4081.4814814814813,2772.222222222222,8522.426124855325,29580.06349464699,54594.333333333336
Spooky Ghosts,CW,7.7388059701492535,37,121.08552631578948,111.30098684210526,139.4161184210526,158.92927631578954,162.81876778093874,152.64044212211866,350.6472591366064,62.9637472111076,91994.68421052632,117493.76315789473,9918.842105263158,1109.9243421052631,283.5,1088.7631578947369,15.526315789473685,42.473684210526315,22.789473684210527,39266.34210526316,3268.1052631578946,3032.8947368421054,11229.672787314967,29956.82513748972,59197.13157894737
Can't Connect Stuns,Nexus,6.344827586206897,43,122.28935185185185,109.46527777777777,131.72916666666669,154.1111111111111,171.35185185185185,165.12486891942712,366.41931715415745,72.8899011090823,89656.81481481482,130685.18518518518,15047.74074074074,1098.826388888889,313.3703703703704,2190.185185185185,7.222222222222222,54.074074074074076,23.40740740740741,40520.75925925926,3742.296296296296,3490.740740740741,9366.06625253183,30343.05904586227,56635.62962962963
Roll1Esports,CW,3.6807909604519775,40,120.37993421052632,112.1282894736842,141.91447368421052,167.69572368421052,170.13495732574677,148.2762787475756,359.1903295876098,60.174856777455034,87727.55263157895,137796,9483.5,1265.6480263157894,440.3157894736842,979.3421052631579,22.263157894736842,61.76315789473684,27.63157894736842,47225.21052631579,3801.514519942434,3257.8947368421054,8677.513993112665,34100.68236019737,70779.73684210527
Hot(s) Dads,CE,7.588850174216028,34,123.828125,120.67534722222223,136.92534722222223,160.359375,173.73090277777771,152.21449882706824,335.47385409582756,59.03239132908872,94758.41666666667,123482.16666666667,8842.333333333334,1185.6909722222222,342.5833333333333,1183.8055555555557,15.944444444444445,51.666666666666664,30.22222222222222,39283.75,4605.416666666667,2434.722222222222,13297.56334092882,32115.17923312717,61847.25
Winter is Coming,CE,4.526682134570765,48,125.62820512820512,118.10416666666667,145.9967948717949,164.63141025641022,176.73397435897436,175.4531127313288,327.176492056688,69.78306040874966,113933,142626.15384615384,13861.076923076924,1209.0224358974358,501.3333333333333,2082.5897435897436,24.05128205128205,76.12820512820512,23.76923076923077,40741.8717948718,3507.1794871794873,2163.4615384615386,12437.991411258014,32585.505853114984,64485.1282051282
BoomerGaming,Nexus,6.404444444444445,32,122.6966911764706,111.83088235294117,138.1139705882353,161.0716911764706,167.50160845588232,151.01899812705113,375.3836394920392,59.53050380000553,92360.55882352941,134252.70588235295,10416.617647058823,1228.9981617647059,276.1764705882353,1744.4411764705883,31.5,72.32352941176471,21,46055.17647058824,4203.394114774816,1970.5882352941176,9484.437823127299,31679.573802274816,65898.41176470589
FF & the Pancakes,E,8.124183006535947,40,122.2475,115.70499999999998,141.71000000000004,164.5475,168.9425,164.58336211094252,370.4983723898524,74.72678805760785,114699.8,144950.76,17831.72,1178.775,337.2,1391.64,19.88,51.08,8.52,41791.84,3224.72,2520,12247.531943359376,32879.560830078124,61750.08
Banned For Throwing,DW,4.48046875,37,123.27884615384616,112.87740384615384,142.4230769230769,163.28125,155.80192307692312,160.22806492672606,380.0123080917308,53.86209627755537,101838,133845.8076923077,7385.615384615385,1174.7379807692307,477.11538461538464,708.8461538461538,15.807692307692308,67.65384615384616,10.423076923076923,42046.846153846156,3972.346153846154,2305.769230769231,10559.078369140625,33360.63741361178,63017.653846153844
