name,division,nGames,team,KDA,Takedowns,Kill Participation,Hero Damage,DPM,Damage Taken,Healing,HPM,Siege Damage,Team Fight Hero Damage,Team Fight Healing,Team Fight Damage Taken,XP Contribution,XPM,CC Time,Root Time,Silence Time,Stun Time,Time Dead,Time Dead %
Fade#5744936,Heroic,21,,2.8548387096774195,8.428571428571429,0.8850214858670741,24139.809523809523,1354.0955813464102,63627.80952380953,2296.2380952380954,980.5121783806429,42361.142857142855,19466.238095238095,896,50109.52380952381,7675.476190476191,432.0696901470586,125.80952380952381,0,0,32.61904761904762,111.33333333333333,0.10214870348575934
Chaotik#5077983,Heroic,21,,4.209302325581396,8.619047619047619,0.9321724598930482,38323.95238095238,2122.085601318389,30400.190476190477,14248.809523809523,950.5857626011641,60966,21979.285714285714,3631,19293.428571428572,8935.809523809523,487.9140708020214,89.23809523809524,6.761904761904762,6.095238095238095,10.523809523809524,87.23809523809524,0.07638464018091527
Troy1010#1447666,Heroic,23,,5.26530612244898,11.217391304347826,0.8838085535857779,51677.04347826087,2906.2800357981464,28402.652173913044,2013,273.8014982636377,96092.39130434782,28046.130434782608,128.7391304347826,17218.17391304348,11422,618.0613035464888,69.69565217391305,0.9565217391304348,5.086956521739131,2.739130434782609,90.91304347826087,0.07714592243565228
WhoDoYoThink#13355,Heroic,15,,5.2,8.666666666666666,0.9739161220043573,21592.066666666666,1211.37326468813,28546.733333333334,62929.066666666666,3700.72693558762,28588,12339.266666666666,14035.533333333333,18914.4,6031.2,324.8636589664486,619.4666666666667,3.2,0,11.666666666666666,74,0.06590964593112442
TGGNoah#527790,Heroic,8,,4.857142857142857,8.5,0.8520833333333333,44241.125,2417.845008654997,40130.625,0,188.72997064321146,105143.25,23194.5,0,21879.75,13696.625,762.9615643839076,63,2.625,0,1.5,84.75,0.07680383707997113
ghostDunk#5209615,Heroic,21,,3.380952380952381,6.761904761904762,0.77096665181224,24151.904761904763,1338.4690711718836,48938.857142857145,209,993.3842272218362,96578.04761904762,14440.095238095239,0,28192.333333333332,15677.095238095239,883.5563461970496,83.66666666666667,0,2.2857142857142856,7.0476190476190474,81.28571428571429,0.0740379389075252
HoTcHo#7077996,Heroic,8,,4.0588235294117645,8.625,0.8715525793650793,22447.375,1260.237701056903,65847.625,737.5,958.2718923688418,66421.125,16812.125,0,46273.75,9871,522.629019608352,105.5,0,1.25,21.375,78.125,0.07513726254712068
Quinnal#1026559,DE,31,,12.026315789473685,14.741935483870968,0.9443001261534993,50421.58064516129,2998.105213683309,19056.225806451614,1324.258064516129,144.61751644148936,77672.64516129032,19876.387096774193,307.48387096774195,10403.322580645161,9755.90322580645,572.7532783975622,60.12903225806452,0,0.6129032258064516,4.354838709677419,46.03225806451613,0.040551069665269515
Ronin#787465,DE,31,,8.86,14.290322580645162,0.9072285940093117,40139.290322580644,2440.025456915296,35912.93548387097,181.25806451612902,1007.1703071094976,79231.80645161291,24049.451612903227,0,22952.16129032258,11894.967741935483,710.1787921707682,89.93548387096774,3.2903225806451615,0,4.419354838709677,63.58064516129032,0.056334062782294844
NandyRewman#7719183,DW,24,,10.10344827586207,12.208333333333334,0.856415343915344,37342.541666666664,2206.8855294726795,21979.083333333332,425.0833333333333,460.99416462356044,92399.66666666667,21714.375,119.20833333333333,12137.25,10989.458333333334,656.5167394477706,71.125,0,0.75,6.083333333333333,42.875,0.039854292696471685
Orion#597814,DE,28,,5.62,10.035714285714286,0.8728484407423603,42622.96428571428,2402.4621750016554,24131.678571428572,33.714285714285715,179.35974705429953,88244.42857142857,24525.535714285714,46.142857142857146,16202.785714285714,10288,573.7545317384341,72.10714285714286,0,2.8214285714285716,0.9642857142857143,64,0.059638503421930826
RedBeard#298916,DE,26,,3.772727272727273,9.576923076923077,0.7736909353042075,32329.923076923078,1846.6946537677404,53551.96153846154,1771.1153846153845,1211.4056285256488,74387.07692307692,19779.653846153848,190,33249.653846153844,11948.076923076924,685.6919502237226,92.38461538461539,1.7307692307692308,1.5384615384615385,9.384615384615385,88.84615384615384,0.08177381191328376
