name,division,avgKDA,heroPool,levelTime4,levelTime7,levelTime10,levelTime13,levelTime16,HDM,SDM,HLDM,TFHD,TFDT,TFHL,matchLength,timeSpentDead,ccTime,rootTime,stunTime,silenceTime,minionXP,creepXP,structureXP,heroXP,trickleXP,maxMinionXP
Out of Pocket,E,1.9489361702127659,32,132.27445652173913,131.19565217391306,153.88586956521738,183.54619565217394,173.88056418219458,134.49267780283145,305.5245194879856,63.81063242147189,76338.86956521739,140653.1739130435,12038.260869565218,1096.3451086956522,477.2608695652174,989.9565217391304,3.4347826086956523,35.30434782608695,25.08695652173913,36164.717391304344,3510.0066767153535,1296.7391304347825,6911.252759850543,27792.57177734375,19619.369565217392
Start Slow Then Taper Off,A,1.7098039215686274,33,126.1875,115.55059523809524,140.69345238095235,185.33333333333337,182.31735588972435,152.41909453615978,342.5774098498432,61.50269732225441,88471.95238095238,141451,9429.619047619048,1066.8482142857142,491.95238095238096,738.8095238095239,20.428571428571427,45.80952380952381,34.42857142857143,39112.45238095238,2278.5402250744046,1090.4761904761904,5582.306628999256,25879.292445591516,16870.595238095237
Braincellmates,A,3.1762295081967213,38,124.1875,114.44345238095238,142.3452380952381,173.85119047619048,187.48809523809518,140.18724162452196,310.7132589447233,59.16055619702245,89504.71428571429,153580.38095238095,11760.952380952382,1238.25,561.047619047619,1822.8095238095239,8.666666666666666,59.23809523809524,30.952380952380953,40928.30952380953,3094.2380952380954,2163.095238095238,9849.336739676339,32383.06706891741,24012.214285714283
Murky Chasers,DW,2.1099195710455763,40,129.82291666666666,128.90104166666666,153.29166666666669,190.015625,156.09375,152.8038126286116,275.1952730325941,54.76974192756021,93879.54166666667,134017.625,10330.875,996.0755208333334,545.4166666666666,3008,8.708333333333334,42.625,11,31988.25,2128.7261555989585,1713.5416666666667,8303.798533121744,23595.142313639324,20638.625
30 Seconds to Mosh,DE,3.8528528528528527,41,128.26182432432432,124.13513513513513,146.472972972973,177.8935810810811,165.90008942766292,154.18604631391003,290.6343053291288,63.35999211553638,105024.78378378379,156537,11530.216216216217,1189.9493243243244,453.72972972972974,1036,30.945945945945947,55.62162162162162,30.56756756756757,37826.60810810811,4783.863353832348,1666.2162162162163,9967.395837732263,31561.739224820525,23115.094594594593
Hard Stuck Support Group,BE,7.352112676056338,36,126.21651785714286,117.1875,146.75892857142858,172.75669642857144,175.3627645502645,166.43144543784143,309.676998197458,63.99461202191564,102255.57142857143,130873.07142857143,12284.57142857143,1162.7075892857142,332.5,930.6071428571429,24,61,18.214285714285715,35511.94642857143,3580.706211635045,2244.6428571428573,10983.591997419086,32048.019470214844,23985.33928571429
Heavy Group Therapy,C,3.9634146341463414,42,123.07336956521739,110.3804347826087,148.42391304347828,164.88586956521738,175.494935770751,149.8509359042164,294.2273933452224,60.65154215189254,98897.08695652174,154629.39130434784,12219.95652173913,1200.3695652173913,539.0434782608696,946.0869565217391,14.26086956521739,57.95652173913044,31.82608695652174,39755.80434782609,3911.391304347826,2843.478260869565,10322.32666015625,31180.728759765625,26453.54347826087
Tater Titans,DE,3.3843537414965987,39,123.345703125,122.69140625,150.078125,174.53515625,175.7588835685484,145.55815347173547,303.8714153342728,63.073378178054625,102760.125,139524.71875,13642.71875,1179.666015625,434.28125,2931.625,30.65625,46.0625,32.375,37651.390625,4062.3125,1906.25,9021.419898986816,31599.56053161621,25165.703125
Easy Blues and the Swarm,Nexus,5.102941176470588,33,124.69318181818181,120.0909090909091,142.68750000000003,164.06709956709955,164.2206845238095,170.69644626573174,311.44790336045844,66.09049439567902,107007.27272727272,144342.63636363635,12222.318181818182,1119.5,391.6363636363636,1556.8181818181818,19.818181818181817,49.36363636363637,21.818181818181817,36458.27272727273,3236.7458052201705,2255.681818181818,9728.953690962358,29728.6289173473,20044.681818181816
La Fine Équipe,A,3.691666666666667,37,130.38541666666666,119.50260416666669,144.70052083333334,171.55208333333331,162.66294642857144,164.34503923519728,319.8197872321739,67.31422336414408,92933.875,141371.79166666666,9901.916666666666,1138.1588541666667,463.7083333333333,1815,10.5,74.16666666666667,6.541666666666667,37871.645833333336,3387.2481384277344,1927.0833333333333,9232.337046305338,29739.46489461263,17458.5625
Rolling Thunder,BW,5.092783505154639,37,122.11684782608695,113.30978260869564,140.3586956521739,167.30163043478262,165.13747529644274,149.88976219746684,353.41472812687437,62.384040298767914,93667.60869565218,139435.5652173913,7994.434782608696,1262.4184782608695,392.8695652173913,892.5217391304348,29,60.47826086956522,28.52173913043478,44739.782608695656,3447.498789911685,2202.1739130434785,9195.67924167799,34674.823486328125,23867.782608695656
Bork Side of the Moon,BW,3.238341968911917,36,120.71875,106.146875,134.53437499999998,170.36874999999998,171.4121710526316,152.23151088759272,349.75089976047445,57.45624713747425,94746.2,146155.4,12768.95,1111.675,481.95,575.5,9.15,49.95,27.8,42447.225,2097.2,3163.75,8551.996459960938,27302.218225097655,20183.825000000004
Crystal Dragons,C,2.2685714285714287,33,124.653125,114.6125,143.96875,153.55509868421052,171.8633040935673,139.17361633628363,345.0004010802998,79.64231360684371,90906.3,141246.1,15943.7,1119.73125,417.95,1671.75,4.1,38.85,14.2,42366.575,3433,1593.75,6034.4879150390625,29622.62567138672,18940.875
Crit Kickers,Nexus,2.5698529411764706,37,127.19602272727273,111.30681818181817,151.83806818181816,176.01420454545456,192.0750334224599,158.12250782071962,317.26463744344835,62.67715767406844,94144.77272727272,138238.77272727274,9494.363636363636,1042.9857954545455,511.6363636363636,1110.9545454545455,8.636363636363637,44.59090909090909,24.818181818181817,36632.34090909091,2447.115633877841,2278.409090909091,7383.4325395063925,24628.04481090199,16627.568181818177
Leoric Jenkins,BE,0.7922077922077922,31,127.71428571428571,134.11607142857144,153.8973214285714,200.7366071428571,156.8065476190477,144.63240095555574,268.35571395281715,63.785574913499694,106474.42857142857,160943.35714285713,13411.785714285714,1108.955357142857,606.7142857142857,2064.9285714285716,4.785714285714286,55.57142857142857,18.785714285714285,34592.46428571428,3397.02725655692,978.5714285714286,3670.340401785714,27459.680908203125,22319.892857142862
Bunker Fun Time,BW,1.5303514376996805,37,125.07565789473684,113.27631578947368,147.01644736842104,175.3223684210526,178.16337719298247,154.31747331396016,322.3329554711786,52.75345494049966,101141.47368421052,169362.57894736843,13063.105263157895,1238.6315789473683,706.578947368421,1361.2631578947369,11.736842105263158,42.1578947368421,15.473684210526315,43459,3254.2105263157896,1380.2631578947369,7837.789268092105,32969.56964432566,25333.578947368427
Ana Maniacs,BE,3.1925465838509317,31,122.6484375,115.1328125,148.35546875,166.83984375,169.31640625,166.28979926826625,330.9613926395682,61.81325770988617,98543.375,159058.125,11062.875,1168.85546875,457.6875,836.5,10,52.0625,25.375,42879.5,3616.614288330078,1867.1875,8323.674011230469,30167.811584472656,19971.6875
Unleash The Crackin,E,2.4024896265560165,34,122.86328125,119.6796875,163.94921875,191.46484375,175.20546875000002,167.36963883496884,288.72963535744697,64.95297567615428,121888.75,152402.125,12404.25,1132.2578125,584.1875,2329.5,35.5625,49.5625,25.25,34601.4375,3286.574981689453,2081.25,8533.699020385742,28736.205123901367,27124.5625
U.S. Army Esports,DW,4.219230769230769,41,122.72453703703704,124.7685185185185,141.79861111111114,167.23611111111114,170.31356837606836,149.02348173940365,313.62152079724945,62.010534364659286,90655.33333333333,136777.88888888888,15488.296296296296,1171.851851851852,412.18518518518516,2158.6666666666665,24.85185185185185,48.44444444444444,21.333333333333332,40968.351851851854,3140.7990813078704,2498.1481481481483,9614.51890733507,30248.085259331598,22657.2037037037
Hopium Incoming,Heroic,2.2369477911646585,37,127.94642857142857,114.19196428571429,139.07142857142858,171.71428571428567,170.0951236263736,162.18304811075683,298.22581717994984,56.450596895534765,96124.42857142857,153649,10364.142857142857,1074.1651785714287,700.2857142857143,652.5714285714286,10.214285714285714,41.07142857142857,29.571428571428573,35783.392857142855,3063.9500906808034,1783.9285714285713,8531.837681361607,27906.23442731585,18789.96428571429
Phoenix Rising Amethyst,DW,2.0470588235294116,30,122.7451923076923,119.67788461538463,146.4471153846154,177.06249999999994,172.44230769230774,137.83194335309344,311.8221085005109,56.49609407044,88753.07692307692,146621.15384615384,14028.76923076923,1137.1009615384614,667.5384615384615,2286.076923076923,16.384615384615383,56.23076923076923,18.23076923076923,38109.5,2348.153846153846,3726.923076923077,7640.428748497596,28410.973313551684,22948.346153846156
Globe Life,BE,2.717948717948718,24,124.35096153846153,116.66826923076924,153.28365384615387,179.2644230769231,189.6618589743589,127.46667814947591,326.02891756183277,56.557735529576,73527.15384615384,114545.84615384616,10115.923076923076,1098.8076923076924,368.0769230769231,1714.6923076923076,8,36.92307692307692,23.23076923076923,38681.53846153846,2948.076923076923,1144.2307692307693,5951.212252103365,27722.341702974758,19344.53846153846
Sands of Time,C,4.167664670658683,33,123.475,110.64583333333334,143.56666666666666,172.49166666666667,184.42916666666667,153.13371915697934,346.7072151530134,64.93632425311105,94838.93333333333,138996.86666666667,14970.8,1215.175,431.2,1053.1333333333334,18,60.2,22.2,41178.6,4404.066666666667,3266.6666666666665,9971.083984375,32753.081494140624,23773.4
Deep Waters,BE,3.680327868852459,25,122.61805555555556,117.18749999999999,141.98611111111114,170.79861111111114,159.7638888888888,189.04708771499742,339.52612343172603,88.09360690000848,140067.11111111112,182428.11111111112,27559,1231.2916666666667,593.8888888888889,4455.777777777777,11.777777777777779,36.55555555555556,22.77777777777778,42246.5,4425.333333333333,2161.1111111111113,11756.148274739584,33645.96590169271,25247.16666666667
Trolls4Aiur,BE,4.330882352941177,15,125.75,112.5375,151.20000000000002,168.58750000000003,176.67499999999995,152.50614339976985,324.7765038933222,67.16686898150479,113993,161006.6,15296.8,1453.9,651,2535,8,57,14.6,47878.4,5188.4,1750,11062.933251953125,41411.65385742187,32805.799999999996
Lavender Legends,E,2.28,9,124.09375,157.46875,128.65625,180.15625,150.25,141.92522612095757,242.7575894964358,54.650379301882126,70520.5,100267.5,3533.5,1012.53125,500,295.5,0,37,53.5,29526.25,3870.535400390625,312.5,5765.594482421875,22482.5,18329.75
