name,division,nGames,team,KDA,Takedowns,Kill Participation,Hero Damage,DPM,Damage Taken,Healing,HPM,Siege Damage,Team Fight Hero Damage,Team Fight Healing,Team Fight Damage Taken,XP Contribution,XPM,CC Time,Root Time,Silence Time,Stun Time,Time Dead,Time Dead %
Breakwood#1326416,HD,12,,1.7045454545454546,6.25,0.8303348166984531,37453.5,2111.403193947383,25338.583333333332,850.0833333333334,125.37914117606454,84416.25,22831.5,6.25,16534.25,7268.416666666667,404.25423266679803,409.8333333333333,9.833333333333334,2.0833333333333335,0.25,133.91666666666666,0.1274965398776813
CTVSlyp#1473518,HD,16,,10,13.75,0.8114810577167557,34040.8125,2099.75179968139,33581.25,1208.25,675.5634930146595,78938.625,19656.25,0,20235.1875,9030.5625,571.7309812190344,9.5625,0,0,2.125,48.5625,0.0477469776830025
CTVhuntercjr#1733829,HD,14,,7.461538461538462,13.857142857142858,0.8796918788051512,26257.571428571428,1644.53687326992,57271.21428571428,15856.857142857143,2059.9366571789465,35387.642857142855,18201.785714285714,1005.5,43946.07142857143,6971.285714285715,444.36822333742344,123.85714285714286,0.14285714285714285,0.5714285714285714,24.142857142857142,61.5,0.05392167324768803
CTVSatat#22928,HD,16,,8.74074074074074,14.75,0.8806173569549571,21021.125,1274.4899550229052,24488,46151.125,3245.7879363265283,30061.75,10033.8125,5857.375,14479.6875,6109.75,389.79719161065435,42.75,0.0625,0,26.5,67.5,0.06225663920089782
MrChristie#4788078,HD,13,,1.7954545454545454,6.076923076923077,0.86486013986014,24929.153846153848,1393.8048330293789,82410.38461538461,12388.615384615385,2042.578236369848,50232.92307692308,18220.923076923078,214.84615384615384,65434.769230769234,7076.923076923077,381.6724047627188,151,0,0,20.923076923076923,107.61538461538461,0.10767328722138866
FaerieDragon#5176897,HD,13,,2.6129032258064515,6.230769230769231,0.9319735819735819,11675.846153846154,654.9926071169825,21540.076923076922,58733.07692307692,3447.4641112118134,24503.53846153846,5399.076923076923,10329.23076923077,14506.153846153846,5357.461538461538,306.2889442063055,394.61538461538464,0.23076923076923078,2.8461538461538463,12.923076923076923,93.3076923076923,0.08383836311837922
CTVEvasion#5540021,HD,16,,11.88888888888889,13.375,0.8063402588306051,31120.625,1962.1412803423448,43015.875,17305.5,2201.782552121242,101682.9375,10743,21.9375,19474.6875,13297.3125,857.2318626774105,107.625,0,0.5625,12.3125,36.6875,0.03694714533544898
CTVMet#651177,HD,16,,13.277777777777779,14.9375,0.8962006670627237,49407,3146.9761263577525,21285.1875,1226.6875,205.9931644446602,88923.75,22833.125,41.25,11008.125,8361.625,543.5792271744838,87.375,0.875,4.1875,0.4375,48.5,0.044425846098133055
Fiducia#7506523,HD,11,,1.6571428571428573,5.2727272727272725,0.8632167832167832,28974.272727272728,1735.9914388538805,47675.36363636364,15781.09090909091,1813.941365848633,75692.27272727272,17341.81818181818,754.9090909090909,32069,9933.727272727272,602.8135796915169,47.72727272727273,3.272727272727273,1.0909090909090908,5.7272727272727275,116.36363636363636,0.11084707971494771
Djïra#8120424,HD,9,,2.0714285714285716,6.444444444444445,0.7591783216783217,64185.88888888889,3459.538859111392,31839.777777777777,252.11111111111111,63.12492244600272,76812.44444444444,29497.555555555555,8.333333333333334,19073,7847.666666666667,424.61895701826586,98.66666666666667,0,1.6666666666666667,2,114.33333333333333,0.10131291632088585
starfox64#1040113,AD,24,,4.3559322033898304,10.708333333333334,0.9231165058616039,32934.833333333336,1780.7627574141695,58106.958333333336,12450.083333333334,1277.2370796107907,48938.166666666664,20949.875,1572.4583333333333,41559.833333333336,8453.625,454.1471967352473,86,0.08333333333333333,1,18.666666666666668,84.16666666666667,0.07434486750329915
Dispatch#1181253,AD,19,,2.204081632653061,5.684210526315789,0.835897435897436,45655.36842105263,2659.4143409230173,21887.78947368421,877.4736842105264,226.9736429723949,88723.42105263157,21420.63157894737,0,12589.78947368421,8054.894736842105,479.9630305404237,254.57894736842104,5.842105263157895,0,3.4210526315789473,90.57894736842105,0.0910371503142752
MasterFish#1950034,AD,12,,7.181818181818182,13.166666666666666,0.913040991325305,33552.416666666664,1707.9129102096306,82407.66666666667,21191.416666666668,2413.6263266532033,56363.5,23599.833333333332,443.25,60060.333333333336,8620.416666666666,427.8652008910055,144.33333333333334,0,0,26.333333333333332,77.58333333333333,0.060922728727650984
Glaucus#487832,AD,20,,4.825,9.65,0.844899470899471,24813.75,1321.1391309527348,32601.65,45405.6,2451.8314520566937,59206.7,13830.7,9040.95,19164.85,8460.65,441.26123433979075,496.5,3.3,6.95,11.8,78.35,0.06661836803642857
FarFromPukin#4976322,AD,24,,1.48,6.166666666666667,0.8427252331789196,30566.333333333332,1695.5471344925907,30657.5,26602.75,1767.1018316562397,52060.666666666664,18292.083333333332,5614.583333333333,21320.75,6081.791666666667,341.60400667646053,246.29166666666666,7.625,5.166666666666667,4.375,144.20833333333334,0.13689046628444326
BigWiz#597491,AD,29,,3.3292682926829267,9.413793103448276,0.8069896207015884,29687.931034482757,1548.2306739445978,66149.62068965517,25573.206896551725,2473.6534947962937,69247.31034482758,18332.827586206895,1544.4827586206898,43986.724137931036,11351.310344827587,598.5129684721927,103.13793103448276,4.344827586206897,2.9655172413793105,19.448275862068964,113.62068965517241,0.09447938601647993
seatchle#6278347,AD,10,,6.368421052631579,12.1,0.8910501089324618,16349,914.3991206125086,29283.2,63510.5,3854.9217016670373,27542.8,10379,13480.4,18345.1,6803,375.019902279529,604,7.6,5.4,3.7,81.7,0.06744362118932465
MrPapercut#658686,AD,23,,1.6195652173913044,6.478260869565218,0.8678003814367451,31651.260869565216,1767.3032230728986,58303.217391304344,11650.565217391304,1540.2106865320175,71392.17391304347,20734.82608695652,321.04347826086956,42682.52173913043,8242,466.05001120102844,206.6086956521739,3.217391304347826,0.6086956521739131,16.52173913043478,130.04347826086956,0.12508179351597823
Legacy#9138249,AD,24,,2.360655737704918,6,0.7919254658385093,23024.791666666668,1308.3871636191584,58602,9943.5,1388.4426947766115,67401.08333333333,15301.75,69.75,41652.875,8831.916666666666,507.63187621541607,85.83333333333333,0.16666666666666666,2.0416666666666665,12.666666666666666,77.5,0.07797370141970042
skillasaur#978915,AD,22,,2.4153846153846152,7.136363636363637,0.9050458599371644,27584.136363636364,1546.0139759108708,38270.63636363636,33392.181818181816,2273.5633196722124,41197.954545454544,16029.045454545454,5997.590909090909,26720.5,6929.636363636364,383.0737137402339,622.3181818181819,0.8181818181818182,9.772727272727273,14.454545454545455,110.13636363636364,0.1035551434535385
BigBird#1098366,AD,31,,4.878787878787879,10.387096774193548,0.8752279402308007,45160.48387096774,2474.050996259684,21864.83870967742,4613.935483870968,332.7601891374182,54896,25784.645161290322,260.7741935483871,13849.290322580646,7194.967741935484,391.4349065996539,388.35483870967744,7.225806451612903,6.612903225806452,1.7096774193548387,86.3225806451613,0.07590107081407907
Ultanian#2087047,AD,31,,3.5913978494623655,10.774193548387096,0.9319512811961326,27372.74193548387,1491.7850188347047,61779.51612903226,6882.903225806452,1171.5751041506078,38661.25806451613,20132.25806451613,264.64516129032256,46359.3870967742,7609.193548387097,414.1231756538675,172.03225806451613,1.032258064516129,6.387096774193548,24.838709677419356,111.29032258064517,0.09804316339388967
Zlachio#2109462,AD,20,,3.5737704918032787,10.9,0.809009334617761,40392.8,2141.2256596767925,50672.35,38788.6,2943.693056143283,59735.4,23672,7419.95,31999.1,9717.35,511.0677391739144,324.65,6.4,3.75,11.55,110.4,0.09840008198627619
aaron#4711127,AD,31,,3.861111111111111,8.96774193548387,0.7877956056359944,33759.58064516129,1853.5281714459081,53244.8064516129,18498.58064516129,2149.279407864057,103113.06451612903,21488.870967741936,12.870967741935484,34269.58064516129,14653.935483870968,785.4994939370437,79.74193548387096,1.7741935483870968,1.2258064516129032,3.5806451612903225,95.35483870967742,0.08500844926504772
Nutster91#5255796,AD,23,,4.75,12.391304347826088,0.8586146179092743,20005.17391304348,1101.862968594671,61642.47826086957,5121,947.6266219585956,37460.434782608696,14719.391304347826,0,47826.608695652176,8109.086956521739,437.5679933362838,90.95652173913044,0,3.391304347826087,20.17391304347826,96.43478260869566,0.08878301844692689
Bashing#5830777,AD,21,,3.963636363636364,10.380952380952381,0.7974966618815891,35290.333333333336,1916.9113483125013,56935.04761904762,15349.761904761905,1838.6917957288892,61518.09523809524,18156.095238095237,132.71428571428572,34071.76190476191,10822.904761904761,592.2896406254345,374.76190476190476,7.380952380952381,0.42857142857142855,11.619047619047619,101.52380952380952,0.09394884439192283
Samwise#6265722,AD,26,,4.113924050632911,12.5,0.897443055859801,50958.153846153844,2728.9975305932116,27384.923076923078,3431.269230769231,401.1826863100145,70952,28650.23076923077,30.692307692307693,17541.69230769231,9179.076923076924,484.4144020167059,129.8846153846154,1.2307692307692308,6.115384615384615,0.34615384615384615,108.6923076923077,0.09706885870340179
Masama#8030332,DW,27,,5.645833333333333,10.037037037037036,0.8599351200345744,38155.2962962963,2064.1236490455176,27537,615.0370370370371,96.38345037690709,94645.25925925926,22154.666666666668,52.333333333333336,16803.296296296296,8352.222222222223,453.4976076623291,114.22222222222223,1.1111111111111112,2.5555555555555554,1.8148148148148149,68.70370370370371,0.060704359310589005
Rexba#877260,AD,24,,4.36231884057971,12.541666666666666,0.9130514197771187,64639.958333333336,3443.8342953167216,27293.083333333332,6580.166666666667,734.8950206393166,98441.79166666667,34238.75,0,17056.833333333332,9410.25,499.59101383433625,59.416666666666664,0,3.25,3.7916666666666665,104.66666666666667,0.09248958745740048
Deltron#8816575,AD,28,,5.63265306122449,9.857142857142858,0.8106985001372238,15412.535714285714,825.0360159244896,21208.39285714286,52616.25,3022.224027098468,22165.928571428572,7579.928571428572,7295.892857142857,13155.142857142857,5881.142857142857,317.5044222363771,189.32142857142858,12.357142857142858,1.6785714285714286,27.75,71.71428571428571,0.06219917377901001
Pandemona#1923456,AD,14,,6.896551724137931,14.285714285714286,0.882425531861622,13474.214285714286,676.3549685013955,21247.285714285714,69476.78571428571,3501.5979934915786,14939.714285714286,6871.357142857143,11080.714285714286,13017,7516.785714285715,376.3121825053023,69.85714285714286,9.857142857142858,13.071428571428571,12.857142857142858,96.07142857142857,0.07997545192762393
ACECasey#1284442,BE,22,,4.121951219512195,7.681818181818182,0.9213600196336771,39583.59090909091,2149.18611151934,23397.136363636364,7587.545454545455,811.8314768828346,75209.5,22869.227272727272,67.27272727272727,13922.727272727272,8238.181818181818,447.79330540657253,350.1818181818182,8.227272727272727,0,0.6363636363636364,65.22727272727273,0.06145699187699416
