name,division,nGames,team,KDA,Takedowns,Kill Participation,Hero Damage,DPM,Damage Taken,Healing,HPM,Siege Damage,Team Fight Hero Damage,Team Fight Healing,Team Fight Damage Taken,XP Contribution,XPM,CC Time,Root Time,Silence Time,Stun Time,Time Dead,Time Dead %
TRSGRobear#800845,CW,34,,7.155555555555556,9.470588235294118,0.8652235283939436,38939.26470588235,1989.6674779182601,24093.5,1177.9117647058824,327.929736790918,81151.4705882353,18863.382352941175,0,13882.29411764706,10862.79411764706,556.1775089732686,166.7941176470588,1.4705882352941178,0.5,3.1470588235294117,56.76470588235294,0.04623917990679361
PigMerlin#4096367,CW,30,,4.568965517241379,8.833333333333334,0.8514694424369348,38355.566666666666,1948.1340142495376,50484.13333333333,191.06666666666666,575.0088997765013,71785.3,24099.8,0,32684.066666666666,10238.866666666667,515.9448621058798,121.2,3.466666666666667,0.8,6.866666666666666,73.46666666666667,0.0617822738073087
Juijii#672934,BW,30,,5.706896551724138,11.033333333333333,0.7676539924270104,38553.7,2098.3935843586873,57796.13333333333,1047.9,924.7978847974143,106815.53333333334,20017.233333333334,0,34595.4,15756.933333333332,867.7915808043683,132.93333333333334,0,0.43333333333333335,11.133333333333333,73.56666666666666,0.05978235634528984
Siouxz#8390146,CW,34,,8.24390243902439,9.941176470588236,0.9367049677694371,14365.441176470587,736.9025161193767,20128.529411764706,65408.85294117647,3497.550348661087,26469.79411764706,7034.5,8825.117647058823,11147.176470588236,5561.970588235294,278.1513987276277,190.6764705882353,12.176470588235293,6.205882352941177,8.647058823529411,49.11764705882353,0.04055669805223222
S3XPANDA99#10478202,BW,25,,3.7291666666666665,7.16,0.8316695526695527,33894.6,1717.0984189596725,57928.8,154.4,752.5899678702272,129526.12,21442.24,48.2,36344.04,18669.56,949.6369131435812,108.6,3.2,0.28,4.16,65.12,0.05578292012293036
TRSGSilver#11966,CW,34,,5.079365079365079,9.411764705882353,0.859154532510934,28481.147058823528,1444.278824284637,81105.9705882353,40.38235294117647,1255.990711513384,57155.26470588235,20636.176470588234,188.94117647058823,61756.14705882353,9183.941176470587,473.40927045473785,221.7941176470588,1.3823529411764706,0.47058823529411764,26.5,62.588235294117645,0.052984021822071126
GalaxyQuest#6809348,AE,31,,9.317073170731707,12.32258064516129,0.9050406196331493,52471.096774193546,2690.063602093773,30149.322580645163,1107.6129032258063,207.5505072012514,93695.93548387097,26186.225806451614,0,17238.483870967742,12162,625.1650281649805,26.387096774193548,0,2.6451612903225805,2.774193548387097,62.83870967741935,0.05123912347661754
ZergyMonster#16230,AE,25,,2.6470588235294117,7.2,0.8327797202797201,39609.76,2039.6198004828263,41403.48,430.76,783.1007880704435,94403.88,23997.88,0,28066.76,13125.92,704.7066796561969,120.96,3.2,0.6,2.2,108.24,0.09018155114371051
Veggies#8184325,AE,28,,3.5737704918032787,7.785714285714286,0.8954837325373041,23495.85714285714,1251.3047711645818,60974.92857142857,71.82142857142857,1103.234416841896,42257,16520.25,270.2857142857143,46199.92857142857,7282.214285714285,395.432477772601,195.17857142857142,0,0,19.642857142857142,76.64285714285714,0.06609135570845087
McGibblets#1901980,CE,28,,26.384615384615383,12.25,0.9271139341517494,19520.821428571428,986.733057532654,20922.85714285714,81856.78571428571,4214.9508811764035,24923.14285714286,7143.107142857143,11023.67857142857,9448.17857142857,6859.892857142857,347.226461880951,159.46428571428572,16.357142857142858,14.607142857142858,28.178571428571427,20.071428571428573,0.015154968139118832
